7	402	333
7	434	1065
7	509	1554
7	517	283
7	683	1180
8	6	327
8	49	653
8	200	708
8	241	27
8	275	212
8	293	99
8	370	1458
8	384	760
8	401	2
8	482	1630
8	614	333
9	8	428
9	10	741
9	11	764
9	22	1081
9	31	370
9	32	108
9	39	1345
9	49	257
9	58	1078
9	68	1024
9	69	1051
9	81	1043
9	84	379
9	92	317
9	115	88
9	128	21
9	133	473
9	136	645
9	152	248
9	156	1328
9	160	222
9	161	1549
9	169	991
9	173	1296
9	177	446
9	178	282
9	179	802
9	181	361
9	184	54
9	191	496
9	196	1629
9	204	1586
9	210	460
9	215	308
9	220	88
9	229	813
9	237	7
9	244	1666
9	272	1083
9	273	13
9	275	164
9	285	257
9	301	1295
9	332	583
9	333	1431
9	356	305
9	403	492
9	413	875
9	431	338
9	466	1472
9	469	1296
9	477	339
9	478	506
9	479	446
9	481	760
9	483	432
9	498	941
9	501	449
9	509	1591
9	510	1251
9	512	656
9	517	1541
9	524	907
9	526	460
9	529	407
9	530	190
9	581	454
9	588	65
9	601	1543
9	603	328
9	605	464
9	609	595
9	616	24
9	628	541
9	653	47
9	663	28
9	685	936
9	691	599
9	692	450
9	693	97
9	698	134
9	699	814
9	700	900
9	706	190
9	707	124
9	708	139
10	7	498
10	14	714
10	27	603
10	55	164
10	69	366
10	78	39
10	82	484
10	85	281
10	106	522
10	124	669
10	172	99
10	195	92
10	207	136
10	212	588
10	228	227
10	236	985
10	238	120
10	257	469
10	285	342
10	300	140
10	316	402
10	317	303
10	331	214
10	355	8
10	356	520
10	371	545
10	392	469
10	422	616
10	426	309
10	432	509
10	433	1585
10	507	948
10	526	413
10	543	54
10	548	502
10	579	583
10	602	361
10	658	670
10	689	661
10	691	108
10	698	978
10	706	122
10	717	51
10	728	271
10	730	898
10	736	196
10	744	1617
10	748	481
10	749	327
